"","Kingdom","Phylum","Class","Order","Family","Genus","Specie","C01","C010","C011","C012","C013","C014","C015","C016","C017","C018","C019","C02","C020","C03","C04","C05","C06","C07","C08","C09","C11","C110","C111","C112","C113","C114","C115","C116","C117","C118","C119","C12","C120","C13","C14","C15","C16","C17","C18","C19","C41","C410","C411","C412","C413","C414","C415","C416","C417","C418","C419","C42","C420","C43","C44","C45","C46","C47","C48","C49","C61","C610","C611","C612","C613","C614","C615","C616","C617","C618","C619","C62","C620","C63","C64","C65","C66","C67","C68","C69","C71","C710","C711","C712","C713","C714","C715","C716","C717","C718","C719","C72","C720","C73","C74","C75","C76","C77","C78","C79"
"OTU_848_Sphingomonas","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas phyllosphaerae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000687049124012367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_849_Rhodoferax","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Rhodoferax","bacterium",0,0,0,0.0123668842322226,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000343524562006183,0,0,0,0,0,0.00103057368601855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_850_Simplicispira","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Simplicispira","bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000343524562006183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000343524562006183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_851_Dechloromonas","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Dechloromonas","bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0288560632085194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0408794228787358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0147715561662659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013053933356235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_852_Hydrogenophaga","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Hydrogenophaga","bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00137409824802473,0,0,0,0,0.00137409824802473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0020611473720371,0,0,0,0,0.00103057368601855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00274819649604947,0,0,0,0,0.00103057368601855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00171762281003092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_853_Acidovorax","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Acidovorax","bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000687049124012367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00103057368601855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00103057368601855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00309172105805565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000687049124012367,0
"OTU_854_Pseudarcobacter","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Arcobacteraceae","Pseudarcobacter","bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000343524562006183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_855_Flavobacterium","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium sp. CGMCC 1.09759",0,0.000343524562006183,0,0,0.000343524562006183,0,0,0,0,0,0,0,0,0.000343524562006183,0,0,0,0,0.000343524562006183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_856_Pseudarcobacter","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Arcobacteraceae","Pseudarcobacter","bacterium",0,0.000687049124012367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_857_Perlucidibaca","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Perlucidibaca","bacterium",0,0,0,0,0,0,0.000343524562006183,0,0,0,0,0,0,0,0.00103057368601855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000343524562006183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_859_Limnohabitans","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Limnohabitans","bacterium",0.00721401580212985,0.000687049124012367,0.0137409824802473,0,0,0.000687049124012367,0.00790106492614222,0.00137409824802473,0,0.067330814153212,0,0.00240467193404328,0.000687049124012367,0,0.00137409824802473,0.00240467193404328,0,0.00274819649604947,0,0,0.0123668842322226,0,0.00137409824802473,0,0,0.000687049124012367,0.00893163861216077,0.0182068017863277,0,0.0597732737890759,0,0,0.000343524562006183,0,0.000343524562006183,0.00309172105805565,0,0.00480934386808657,0,0,0.0237031947784267,0.00687049124012367,0,0,0,0.00309172105805565,0.0223290965304019,0,0,0.0628649948471316,0,0.000687049124012367,0,0.000343524562006183,0,0.0020611473720371,0,0.00103057368601855,0,0,0.0384747509446925,0.00583991755410512,0,0,0,0.0082445894881484,0.0291995877705256,0,0,0.0391618000687049,0,0.000687049124012367,0.000343524562006183,0,0,0.00446581930608038,0,0.00858811405015459,0,0,0.00103057368601855,0.000343524562006183,0.00137409824802473,0.00274819649604947,0.00240467193404328,0.000343524562006183,0.000343524562006183,0.00103057368601855,0.00103057368601855,0.00137409824802473,0.00171762281003092,0.00103057368601855,0.000687049124012367,0.00137409824802473,0.00171762281003092,0.00343524562006183,0.00103057368601855,0.0020611473720371,0.000687049124012367,0.00103057368601855
"OTU_860_Acidovorax","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Acidovorax","bacterium",0,0.000343524562006183,0.000343524562006183,0,0,0,0.00137409824802473,0.000687049124012367,0,0,0,0,0,0,0,0.00240467193404328,0,0,0,0,0,0.00480934386808657,0,0,0,0,0.0020611473720371,0.0199244245963586,0,0,0,0,0,0,0,0.00103057368601855,0,0,0,0,0,0.0151150807282721,0,0,0,0,0.00515286843009275,0,0,0,0,0,0,0,0,0.00274819649604947,0,0,0,0,0,0.0116798351082102,0,0,0,0,0.00893163861216077,0,0,0,0,0,0,0,0,0.00377877018206802,0,0,0,0,0.000687049124012367,0,0.00171762281003092,0.000687049124012367,0,0.000687049124012367,0,0,0,0.000687049124012367,0.000343524562006183,0.00137409824802473,0.000687049124012367,0,0.00137409824802473,0,0.000343524562006183,0.00171762281003092,0.00103057368601855,0
"OTU_861_hgcI clade","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Sporichthyaceae","hgcI clade","bacterium",0,0,0,0.000687049124012367,0,0,0,0,0.000687049124012367,0,0,0,0.000687049124012367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_862_Simplicispira","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Simplicispira","bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000343524562006183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000343524562006183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_863_Kaistia","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Kaistiaceae","Kaistia","bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000687049124012367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000343524562006183,0.000343524562006183,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000687049124012367,0,0,0.000687049124012367,0,0.000343524562006183,0.000343524562006183,0.000687049124012367,0.000343524562006183,0.000343524562006183,0.000343524562006183,0.00103057368601855,0.000343524562006183,0.00103057368601855,0,0,0,0.000343524562006183,0,0
"OTU_864_Acidovorax","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Acidovorax","bacterium",0,0,0,0,0,0,0,0,0,0,0.0305736860185503,0,0,0,0,0,0.0391618000687049,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0367571281346616,0,0,0,0,0,0.0305736860185503,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0346959807626245,0,0,0,0,0,0.0264513912744761,0,0.000343524562006183,0,0,0,0,0,0,0,0,0,0,0,0.0295431123325318,0,0,0,0,0,0.0329783579525936,0,0,0,0.0113363105462041,0.0113363105462041,0.0175197526623154,0.0113363105462041,0.0116798351082102,0.00858811405015459,0.00583991755410512,0.00515286843009275,0.0120233596702164,0.0082445894881484,0.00893163861216077,0.0140845070422535,0.0120233596702164,0.00755754036413604,0.00721401580212985,0.00687049124012367,0.0151150807282721,0.013053933356235,0.0082445894881484,0.0140845070422535
"OTU_865_Candidatus Symbiobacter","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Candidatus Symbiobacter","bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000343524562006183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_866_Flavobacterium","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","bacterium",0,0,0,0,0.000687049124012367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_867_Ochrobactrum","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Ochrobactrum","bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00377877018206802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00274819649604947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_868_Flavobacterium","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium sp.",0,0,0,0,0,0,0,0,0,0.000343524562006183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_869_Azospira","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Azospira","Azospira sp.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000343524562006183,0,0,0.000343524562006183,0,0,0,0,0.000343524562006183,0,0,0,0,0,0,0,0.000687049124012367,0,0,0,0,0,0,0,0,0,0.000343524562006183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_870_f_Comamonadaceae","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","f_Comamonadaceae","proteobacterium",0.0020611473720371,0.0401923737547235,0.000343524562006183,0,0,0,0.0367571281346616,0.00103057368601855,0.00309172105805565,0,0,0.0082445894881484,0.000343524562006183,0,0.00515286843009275,0.0082445894881484,0,0.000687049124012367,0.00893163861216077,0.00240467193404328,0.000343524562006183,0.0357265544486431,0,0,0,0.00103057368601855,0.041222947440742,0,0,0,0,0,0,0,0.00137409824802473,0.000687049124012367,0,0.000343524562006183,0.0061834421161113,0.000343524562006183,0,0,0,0,0,0,0.0223290965304019,0,0,0,0,0,0,0,0.000343524562006183,0.000343524562006183,0,0,0.00103057368601855,0,0,0,0,0,0,0,0.00755754036413604,0,0,0,0,0,0,0,0,0.00377877018206802,0,0,0.000687049124012367,0,0.00103057368601855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_871_Shinella","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Shinella","bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000343524562006183,0,0,0,0.00103057368601855,0,0,0,0,0,0.000343524562006183,0,0.000687049124012367,0,0,0,0,0.000343524562006183,0,0.000343524562006183,0,0.000343524562006183,0,0,0,0,0,0,0.000343524562006183,0
"OTU_872_Rheinheimera","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Alteromonadaceae","Rheinheimera","bacterium",0,0,0.150463758158708,0,0,0,0,0,0,0,0,0.000687049124012367,0,0,0,0,0,0,0,0,0,0,0.181380968739265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214015802129852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192030230161457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_873_Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000687049124012367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_874_Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013053933356235,0,0,0,0.000687049124012367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0432840948127791,0,0,0,0.000687049124012367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000343524562006183,0.000343524562006183,0,0,0,0,0,0
"OTU_875_Brevundimonas","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas","bacterium",0,0,0,0,0,0,0,0,0.0041222947440742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00171762281003092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00755754036413604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00446581930608038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_876_Cellvibrio","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Cellvibrionaceae","Cellvibrio","Cellvibrio sp. pealriver",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00583991755410512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00274819649604947,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000343524562006183,0,0,0.000343524562006183,0,0,0.0020611473720371,0,0,0.00103057368601855,0.000343524562006183,0,0,0.000343524562006183,0,0,0,0,0.000343524562006183
"OTU_877_Ideonella","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Ideonella","Aquincola tertiaricarbonis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000343524562006183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000343524562006183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_878_f_Comamonadaceae","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","f_Comamonadaceae","soil bacterium",0,0,0,0,0,0,0,0.000343524562006183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000343524562006183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00137409824802473,0,0,0,0,0.000343524562006183,0,0,0,0,0,0,0,0,0,0,0,0,0.000687049124012367,0,0.000343524562006183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_879_Undibacterium","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Undibacterium","bacterium",0,0.000343524562006183,0,0,0,0,0,0,0,0.00103057368601855,0,0,0,0,0,0,0,0,0,0,0,0.000343524562006183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_880_Cellvibrio","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Cellvibrionaceae","Cellvibrio","bacterium",0,0,0,0,0,0,0,0.000343524562006183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000343524562006183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0202679491583648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0199244245963586,0,0,0,0,0,0,0,0,0,0,0,0,0.000343524562006183,0.00137409824802473,0,0,0.0020611473720371,0,0.00171762281003092,0.00103057368601855,0,0.00137409824802473,0.00171762281003092,0.000343524562006183,0.00103057368601855,0.000343524562006183,0,0,0.000687049124012367,0.00377877018206802,0,0.00103057368601855
"OTU_881_Paucibacter","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Paucibacter","bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000343524562006183,0,0,0,0,0,0,0.000343524562006183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00137409824802473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000687049124012367,0,0,0,0,0.000343524562006183,0,0.00103057368601855,0,0,0,0,0,0.000343524562006183,0,0,0,0,0,0.000343524562006183
"OTU_882_Pseudarcicella","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomaceae","Pseudarcicella","bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0.000343524562006183,0,0,0,0,0,0,0,0,0,0,0.00103057368601855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_883_Pseudarcicella","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomaceae","Pseudarcicella","bacterium",0,0,0,0.000343524562006183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_884_Pseudomonas","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas oleovorans",0,0,0,0,0,0,0,0,0,0,0,0.00309172105805565,0,0,0,0,0,0,0,0,0,0,0,0,0.000687049124012367,0,0,0,0,0,0,0.00377877018206802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00377877018206802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00480934386808657,0,0,0,0,0,0,0,0,0.000687049124012367,0.000343524562006183,0.000343524562006183,0,0,0.000687049124012367,0.00137409824802473,0.000687049124012367,0.00103057368601855,0,0.00103057368601855,0,0.000687049124012367,0.00137409824802473,0,0.00103057368601855,0.000343524562006183,0,0.000687049124012367,0.000687049124012367
"OTU_885_Dechloromonas","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Dechloromonas","bacterium",0,0.000687049124012367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020611473720371,0,0,0.00103057368601855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000343524562006183,0.0192373754723463,0,0,0,0,0,0.000343524562006183,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00961868773617314,0,0,0,0,0,0.000343524562006183,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0106492614221917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_886_Massilia","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia","bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00652696667811749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00480934386808657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000343524562006183,0,0,0.000343524562006183,0,0,0,0,0.000343524562006183,0,0.000687049124012367,0,0,0,0,0,0,0
"OTU_887_Dechloromonas","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Dechloromonas","bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000343524562006183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_888_Polaromonas","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Polaromonas","bacterium",0.00137409824802473,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000343524562006183,0,0,0,0,0,0.00171762281003092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00343524562006183,0,0,0,0,0.000687049124012367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0041222947440742,0,0,0,0,0.00171762281003092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000343524562006183,0.000687049124012367,0,0,0,0,0,0,0,0,0,0,0,0,0.000343524562006183,0,0,0
"OTU_889_Rhodanobacter","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Rhodanobacter","bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000343524562006183,0,0,0,0,0,0,0,0,0,0
